Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious,Deaths1Mpop,TotalTests,Tests1Mpop,Population,LastUpdated
Philippines,1054983,,17431.0,,966080,,71472,750.0,157.0,11901873.0,107423.0,110794784.0,2021-05-03 05:25:00+00:00
Belgium,995562,2128.0,24291.0,33.0,868327,10104.0,102944,824.0,2088.0,12622262.0,1085158.0,11631725.0,2021-05-03 05:25:00+00:00
Sweden,973604,,14048.0,,812942,6847.0,146614,392.0,1384.0,8482276.0,835544.0,10151798.0,2021-05-03 05:25:00+00:00
Israel,838554,,6366.0,,830878,,1310,100.0,692.0,14209340.0,1544898.0,9197590.0,2021-05-03 05:25:00+00:00
Portugal,837277,,16977.0,,796721,,23579,85.0,1669.0,10515374.0,1033773.0,10171837.0,2021-05-03 05:25:00+00:00
Pakistan,834146,4213.0,18149.0,79.0,728044,5842.0,87953,5377.0,81.0,11928095.0,53143.0,224453453.0,2021-05-03 05:25:00+00:00
Hungary,782892,,27802.0,,523510,,231580,587.0,2884.0,5415983.0,561834.0,9639833.0,2021-05-03 05:25:00+00:00
Bangladesh,761943,,11579.0,,687328,,63036,1069.0,70.0,5498979.0,33115.0,166056388.0,2021-05-03 05:25:00+00:00
Jordan,712901,,8897.0,,688519,,15485,729.0,865.0,6727600.0,653957.0,10287526.0,2021-05-03 05:25:00+00:00
Serbia,691920,,6409.0,,642359,,43152,153.0,736.0,3853869.0,442571.0,8707919.0,2021-05-03 05:25:00+00:00
Switzerland,659974,,10634.0,,590565,,58775,238.0,1221.0,6911371.0,793735.0,8707402.0,2021-05-03 05:25:00+00:00
Austria,622110,,10245.0,,589534,,22331,476.0,1132.0,32383974.0,3578627.0,9049274.0,2021-05-03 05:25:00+00:00
Japan,597225,,10296.0,,527233,,59696,1050.0,82.0,11968449.0,94873.0,126152546.0,2021-05-03 05:25:00+00:00
Lebanon,528208,,7324.0,,464660,,56224,560.0,1077.0,4011613.0,589955.0,6799864.0,2021-05-03 05:25:00+00:00
UAE,523795,,1593.0,,504251,,17951,,159.0,44517421.0,4456249.0,9989887.0,2021-05-03 05:25:00+00:00
Morocco,511856,,9028.0,,498415,,4413,198.0,242.0,6278157.0,168429.0,37274817.0,2021-05-03 05:25:00+00:00
Saudi Arabia,419348,,6979.0,,402664,,9705,1351.0,198.0,17031714.0,482968.0,35264673.0,2021-05-03 05:25:00+00:00
Malaysia,415012,,1533.0,,383140,,30339,345.0,47.0,9540805.0,291668.0,32711147.0,2021-05-03 05:25:00+00:00
Bulgaria,405194,,16492.0,,340442,,48260,662.0,2389.0,2528642.0,366224.0,6904630.0,2021-05-03 05:25:00+00:00
Ecuador,387299,,18740.0,,329582,,38977,617.0,1049.0,1294163.0,72438.0,17865843.0,2021-05-03 05:25:00+00:00
Slovakia,383098,,11766.0,,364208,,7124,310.0,2154.0,2664217.0,487786.0,5461852.0,2021-05-03 05:25:00+00:00
Panama,365104,,6238.0,,354974,,3892,105.0,1427.0,2408437.0,550974.0,4371239.0,2021-05-03 05:25:00+00:00
Belarus,361063,,2562.0,,351816,,6685,,271.0,5887035.0,623183.0,9446725.0,2021-05-03 05:25:00+00:00
Greece,346422,,10453.0,,306498,,29471,811.0,1007.0,8165612.0,786635.0,10380439.0,2021-05-03 05:25:00+00:00
Nepal,336030,,3325.0,,283994,,48711,,112.0,2504476.0,84690.0,29572148.0,2021-05-03 05:25:00+00:00
Croatia,335173,,7182.0,,314839,,13152,240.0,1759.0,1822875.0,446338.0,4084069.0,2021-05-03 05:25:00+00:00
Kazakhstan,327995,2496.0,3733.0,16.0,280342,1758.0,43920,221.0,197.0,10307341.0,543530.0,18963698.0,2021-05-03 05:25:00+00:00
Azerbaijan,321380,,4561.0,,293689,,23130,,446.0,3262655.0,319388.0,10215343.0,2021-05-03 05:25:00+00:00
Georgia,312445,,4151.0,,293052,,15242,,1042.0,4218198.0,1059113.0,3982763.0,2021-05-03 05:25:00+00:00
Tunisia,311743,,10868.0,,262602,,38273,521.0,912.0,1323656.0,111030.0,11921634.0,2021-05-03 05:25:00+00:00
Bolivia,306527,,13009.0,,252780,,40738,71.0,1102.0,1178553.0,99831.0,11805509.0,2021-05-03 05:25:00+00:00
Palestine,297638,,3272.0,,275392,,18974,146.0,629.0,1748434.0,336255.0,5199729.0,2021-05-03 05:25:00+00:00
Paraguay,282543,,6572.0,,233453,,42518,508.0,912.0,1109043.0,153917.0,7205473.0,2021-05-03 05:25:00+00:00
Kuwait,276586,,1578.0,,260008,,15000,208.0,365.0,2343069.0,541988.0,4323100.0,2021-05-03 05:25:00+00:00
Dominican Republic,267455,,3493.0,,227924,,36038,189.0,319.0,1410731.0,128969.0,10938541.0,2021-05-03 05:25:00+00:00
Ethiopia,258384,,3726.0,,200508,,54150,883.0,32.0,2586083.0,22042.0,117323008.0,2021-05-03 05:25:00+00:00
Denmark,252912,,2490.0,,240569,,9853,37.0,429.0,38718735.0,6665034.0,5809233.0,2021-05-03 05:25:00+00:00
Moldova,251335,,5838.0,,240824,,4673,199.0,1450.0,995385.0,247232.0,4026121.0,2021-05-03 05:25:00+00:00
Costa Rica,250991,,3231.0,,203009,,44751,380.0,629.0,974477.0,189850.0,5132885.0,2021-05-03 05:25:00+00:00
Ireland,249838,,4906.0,,232281,,12651,41.0,984.0,4512912.0,905531.0,4983721.0,2021-05-03 05:25:00+00:00
Lithuania,249680,,3950.0,,224833,,20897,223.0,1468.0,2831332.0,1052377.0,2690416.0,2021-05-03 05:25:00+00:00
Slovenia,241672,,4263.0,,227883,,9526,152.0,2050.0,1180616.0,567829.0,2079177.0,2021-05-03 05:25:00+00:00
Egypt,229635,,13469.0,,172342,,43824,90.0,130.0,2715258.0,26124.0,103937253.0,2021-05-03 05:25:00+00:00
Guatemala,228684,,7558.0,,205365,,15761,5.0,415.0,1265849.0,69587.0,18190819.0,2021-05-03 05:25:00+00:00
Armenia,216863,,4139.0,,199755,,12969,,1395.0,991027.0,333919.0,2967870.0,2021-05-03 05:25:00+00:00
Honduras,213970,803.0,5334.0,16.0,79096,290.0,129540,566.0,532.0,631929.0,62969.0,10035572.0,2021-05-03 05:25:00+00:00
Qatar,206948,,472.0,,192551,,13925,341.0,168.0,1913127.0,681360.0,2807805.0,2021-05-03 05:25:00+00:00
Uruguay,202492,,2724.0,,173769,,25999,556.0,782.0,1820840.0,522662.0,3483782.0,2021-05-03 05:25:00+00:00
Venezuela,200067,,2172.0,,180301,,17594,317.0,77.0,3359014.0,118406.0,28368540.0,2021-05-03 05:25:00+00:00
Bosnia and Herzegovina,198461,,8551.0,,159223,,30687,,2620.0,907054.0,277919.0,3263731.0,2021-05-03 05:25:00+00:00
Oman,195807,,2043.0,,176833,,16931,276.0,392.0,1550000.0,297265.0,5214205.0,2021-05-03 05:25:00+00:00
Bahrain,179297,,651.0,,167852,,10794,98.0,372.0,4124188.0,2356156.0,1750388.0,2021-05-03 05:25:00+00:00
Libya,177871,,3039.0,,163716,,11116,,437.0,961088.0,138305.0,6949039.0,2021-05-03 05:25:00+00:00
Nigeria,165153,,2063.0,,155109,,7981,11.0,10.0,1912628.0,9092.0,210372768.0,2021-05-03 05:25:00+00:00
Kenya,160422,,2763.0,,108861,,48798,190.0,50.0,1679779.0,30679.0,54753700.0,2021-05-03 05:25:00+00:00
North Macedonia,152685,,4936.0,,133473,,14276,124.0,2369.0,724668.0,347846.0,2083303.0,2021-05-03 05:25:00+00:00
Myanmar,142838,,3209.0,,131981,,7648,,59.0,2579427.0,47144.0,54714033.0,2021-05-03 05:25:00+00:00
Albania,131238,,2397.0,,110920,,17921,18.0,834.0,637851.0,221848.0,2875170.0,2021-05-03 05:25:00+00:00
S. Korea,123728,488.0,1834.0,1.0,113356,491.0,8538,164.0,36.0,8915326.0,173768.0,51306055.0,2021-05-03 05:25:00+00:00
Estonia,122685,,1168.0,,112267,,9250,57.0,880.0,1293019.0,974186.0,1327281.0,2021-05-03 05:25:00+00:00
Algeria,122522,,3270.0,,85398,,33854,28.0,73.0,230861.0,5187.0,44508817.0,2021-05-03 05:25:00+00:00
Latvia,119750,,2144.0,,108949,,8657,84.0,1147.0,2308662.0,1235429.0,1868713.0,2021-05-03 05:25:00+00:00
Norway,113469,,756.0,,88952,,23761,36.0,139.0,5212177.0,955209.0,5456585.0,2021-05-03 05:25:00+00:00
Sri Lanka,111753,,696.0,,97848,,13209,,32.0,2733805.0,127224.0,21488197.0,2021-05-03 05:25:00+00:00
Cuba,108693,,664.0,,102339,,5690,113.0,59.0,3677091.0,324807.0,11320836.0,2021-05-03 05:25:00+00:00
Montenegro,97619,,1505.0,,93874,,2240,69.0,2396.0,377946.0,601698.0,628132.0,2021-05-03 05:25:00+00:00
Kyrgyzstan,96337,277.0,1622.0,3.0,89921,202.0,4794,72.0,245.0,999519.0,151129.0,6613663.0,2021-05-03 05:25:00+00:00
Ghana,92601,,779.0,,90248,,1574,7.0,25.0,1081113.0,34200.0,31611160.0,2021-05-03 05:25:00+00:00
Uzbekistan,92006,363.0,653.0,1.0,87965,337.0,3388,23.0,19.0,1377915.0,40679.0,33872676.0,2021-05-03 05:25:00+00:00
Zambia,91693,,1253.0,,90082,,358,48.0,67.0,1409851.0,74952.0,18809998.0,2021-05-03 05:25:00+00:00
China,90697,11.0,4636.0,,85738,13.0,323,5.0,3.0,160000000.0,111163.0,1439323776.0,2021-05-03 05:25:00+00:00
Finland,87228,,914.0,,46000,,40314,31.0,165.0,4497845.0,810728.0,5547911.0,2021-05-03 05:25:00+00:00
Cameroon,72250,,1107.0,,67625,,3518,385.0,41.0,1257949.0,46430.0,27093330.0,2021-05-03 05:25:00+00:00
Thailand,71025,2041.0,276.0,31.0,40984,1503.0,29765,954.0,4.0,8124896.0,116159.0,69946261.0,2021-05-03 05:25:00+00:00
Mozambique,69984,,815.0,,66931,,2238,43.0,25.0,521012.0,16292.0,31980047.0,2021-05-03 05:25:00+00:00
El Salvador,69198,,2132.0,,64876,,2190,31.0,327.0,914674.0,140427.0,6513517.0,2021-05-03 05:25:00+00:00
Luxembourg,67397,,797.0,,63661,,2939,34.0,1256.0,2673110.0,4213318.0,634443.0,2021-05-03 05:25:00+00:00
Cyprus,66372,,313.0,,39061,,26998,71.0,258.0,4930468.0,4059041.0,1214688.0,2021-05-03 05:25:00+00:00
Singapore,61218,,31.0,,60786,,401,,5.0,9536636.0,1619480.0,5888704.0,2021-05-03 05:25:00+00:00
Afghanistan,60288,,2642.0,,53391,,4255,1124.0,67.0,406816.0,10259.0,39655375.0,2021-05-03 05:25:00+00:00
Namibia,48654,,643.0,,46238,,1773,37.0,249.0,388574.0,150661.0,2579129.0,2021-05-03 05:25:00+00:00
Botswana,46934,,712.0,,44960,,1262,1.0,298.0,999041.0,417827.0,2391038.0,2021-05-03 05:25:00+00:00
Ivory Coast,46114,,286.0,,45582,,246,,11.0,594288.0,22077.0,26919483.0,2021-05-03 05:25:00+00:00
Jamaica,45867,,784.0,,21293,,23790,22.0,264.0,333911.0,112354.0,2971955.0,2021-05-03 05:25:00+00:00
Uganda,41905,,342.0,,41422,,141,24.0,7.0,1017854.0,21687.0,46934679.0,2021-05-03 05:25:00+00:00
Senegal,40433,,1110.0,,39158,,165,11.0,65.0,482800.0,28219.0,17109288.0,2021-05-03 05:25:00+00:00
Mongolia,39381,911.0,119.0,2.0,22932,1225.0,16330,119.0,36.0,2727169.0,820898.0,3322177.0,2021-05-03 05:25:00+00:00
Zimbabwe,38281,,1570.0,,35634,,1077,12.0,104.0,418716.0,27835.0,15042890.0,2021-05-03 05:25:00+00:00
Madagascar,37630,,666.0,,32747,,4217,332.0,24.0,185806.0,6570.0,28280626.0,2021-05-03 05:25:00+00:00
Malawi,34096,,1148.0,,32069,,879,12.0,59.0,233278.0,11939.0,19539351.0,2021-05-03 05:25:00+00:00
Sudan,33104,,2349.0,,26795,,3960,,53.0,232965.0,5212.0,44698003.0,2021-05-03 05:25:00+00:00
Maldives,30745,,74.0,,25068,,5603,90.0,135.0,732650.0,1335846.0,548454.0,2021-05-03 05:25:00+00:00
Malta,30319,,416.0,,29642,,261,,940.0,871099.0,1968474.0,442525.0,2021-05-03 05:25:00+00:00
DRC,29965,,768.0,,26250,,2947,,8.0,149736.0,1631.0,91812419.0,2021-05-03 05:25:00+00:00
Australia,29838,12.0,910.0,,28655,,273,1.0,35.0,16910269.0,656805.0,25746244.0,2021-05-03 05:25:00+00:00
Angola,26993,,602.0,,23913,,2478,27.0,18.0,500089.0,14834.0,33711240.0,2021-05-03 05:25:00+00:00
Rwanda,25253,,337.0,,23442,,1474,1.0,25.0,1320731.0,99917.0,13218237.0,2021-05-03 05:25:00+00:00
Cabo Verde,24368,,223.0,,20899,,3246,23.0,397.0,152873.0,272493.0,561017.0,2021-05-03 05:25:00+00:00
Gabon,23075,,139.0,,19629,,3307,19.0,61.0,731109.0,322178.0,2269268.0,2021-05-03 05:25:00+00:00
Syria,22898,,1603.0,,17171,,4124,,90.0,103566.0,5801.0,17852965.0,2021-05-03 05:25:00+00:00
Guinea,22304,,145.0,,19776,,2383,24.0,11.0,434198.0,32336.0,13427670.0,2021-05-03 05:25:00+00:00
R�union,20381,,148.0,,18659,,1574,36.0,164.0,101244.0,112413.0,900640.0,2021-05-03 05:25:00+00:00
Mayotte,20094,,170.0,,2964,,16960,3.0,611.0,171277.0,615507.0,278270.0,2021-05-03 05:25:00+00:00
French Guiana,19543,,101.0,,9995,,9447,20.0,331.0,216365.0,709175.0,305094.0,2021-05-03 05:25:00+00:00
French Polynesia,18758,,141.0,,18597,,20,3.0,500.0,26355.0,93370.0,282263.0,2021-05-03 05:25:00+00:00
Eswatini,18458,,671.0,,17748,,39,3.0,573.0,187111.0,159901.0,1170171.0,2021-05-03 05:25:00+00:00
Mauritania,18448,,455.0,,17725,,268,14.0,96.0,235531.0,49576.0,4750861.0,2021-05-03 05:25:00+00:00
Guadeloupe,14555,,198.0,,2242,,12115,18.0,495.0,180000.0,449796.0,400181.0,2021-05-03 05:25:00+00:00
Cambodia,14520,,103.0,,5369,,9048,,6.0,914398.0,54070.0,16911475.0,2021-05-03 05:25:00+00:00
Somalia,13915,,713.0,,5847,,7355,,44.0,111801.0,6876.0,16260156.0,2021-05-03 05:25:00+00:00
Mali,13915,,489.0,,8733,,4693,,24.0,256512.0,12372.0,20733348.0,2021-05-03 05:25:00+00:00
Guyana,13518,,299.0,,11383,,1836,14.0,379.0,124340.0,157448.0,789720.0,2021-05-03 05:25:00+00:00
Burkina Faso,13319,,157.0,,13053,,109,,7.0,179998.0,8420.0,21377692.0,2021-05-03 05:25:00+00:00
Tajikistan,13308,,90.0,,13218,,0,,9.0,,,9715298.0,2021-05-03 05:25:00+00:00
Andorra,13282,,127.0,,12753,,402,18.0,1642.0,193595.0,2502262.0,77368.0,2021-05-03 05:25:00+00:00
Haiti,13094,,254.0,,12148,,692,,22.0,60085.0,5217.0,11518248.0,2021-05-03 05:25:00+00:00
Togo,13010,,123.0,,11269,,1618,,15.0,312269.0,37001.0,8439570.0,2021-05-03 05:25:00+00:00
Belize,12668,,323.0,,12218,,127,1.0,800.0,117641.0,291462.0,403624.0,2021-05-03 05:25:00+00:00
Cura�ao,12210,,111.0,,11711,,388,22.0,674.0,95915.0,582528.0,164653.0,2021-05-03 05:25:00+00:00
Hong Kong,11785,,210.0,,11445,,130,3.0,28.0,11193673.0,1483060.0,7547688.0,2021-05-03 05:25:00+00:00
Trinidad and Tobago,11313,,174.0,,8633,,2506,8.0,124.0,132776.0,94619.0,1403272.0,2021-05-03 05:25:00+00:00
Martinique,11253,,75.0,,98,,11080,33.0,200.0,157145.0,419029.0,375022.0,2021-05-03 05:25:00+00:00
Papua New Guinea,11206,,115.0,,9475,,1616,,13.0,93283.0,10265.0,9087763.0,2021-05-03 05:25:00+00:00
Djibouti,11157,,146.0,,10816,,195,,146.0,149918.0,149925.0,999951.0,2021-05-03 05:25:00+00:00
Lesotho,10733,,318.0,,6267,,4148,,147.0,80556.0,37357.0,2156408.0,2021-05-03 05:25:00+00:00
Congo,10678,,144.0,,8208,,2326,,26.0,92500.0,16428.0,5630629.0,2021-05-03 05:25:00+00:00
Aruba,10650,,99.0,,10402,,149,14.0,924.0,148931.0,1390008.0,107144.0,2021-05-03 05:25:00+00:00
South Sudan,10583,,115.0,,10312,,156,,10.0,151582.0,13411.0,11302997.0,2021-05-03 05:25:00+00:00
Bahamas,10519,,209.0,,9561,,749,4.0,527.0,87822.0,221563.0,396375.0,2021-05-03 05:25:00+00:00
Suriname,10489,,207.0,,9414,,868,26.0,350.0,51213.0,86653.0,591013.0,2021-05-03 05:25:00+00:00
Benin,7821,,99.0,,7580,,142,35.0,8.0,590214.0,47651.0,12386150.0,2021-05-03 05:25:00+00:00
Equatorial Guinea,7694,,112.0,,7279,,303,7.0,78.0,123169.0,85471.0,1441054.0,2021-05-03 05:25:00+00:00
Nicaragua,6898,,182.0,,4225,,2491,,27.0,,,6690175.0,2021-05-03 05:25:00+00:00
Iceland,6472,,29.0,,6253,,190,4.0,85.0,600005.0,1748827.0,343090.0,2021-05-03 05:25:00+00:00
CAR,6411,,88.0,,5112,,1211,2.0,18.0,40907.0,8349.0,4899541.0,2021-05-03 05:25:00+00:00
Yemen,6341,,1233.0,,2875,,2233,23.0,41.0,25932.0,854.0,30370813.0,2021-05-03 05:25:00+00:00
Gambia,5901,,175.0,,5419,,307,3.0,71.0,73324.0,29652.0,2472848.0,2021-05-03 05:25:00+00:00
Seychelles,5873,,28.0,,5101,,744,,283.0,21504.0,217531.0,98855.0,2021-05-03 05:25:00+00:00
Niger,5251,,191.0,,4857,,203,18.0,8.0,99421.0,3988.0,24929381.0,2021-05-03 05:25:00+00:00
San Marino,5066,,90.0,,4917,,59,4.0,2648.0,61499.0,1809273.0,33991.0,2021-05-03 05:25:00+00:00
Chad,4828,,170.0,,4430,,228,,10.0,114046.0,6782.0,16815789.0,2021-05-03 05:25:00+00:00
Saint Lucia,4560,,74.0,,4368,,118,2.0,401.0,40466.0,219534.0,184327.0,2021-05-03 05:25:00+00:00
Gibraltar,4283,,94.0,,4186,,3,1.0,2791.0,234943.0,6975121.0,33683.0,2021-05-03 05:25:00+00:00
Sierra Leone,4062,,79.0,,3078,,905,,10.0,152747.0,18831.0,8111620.0,2021-05-03 05:25:00+00:00
Channel Islands,4055,,86.0,,3956,,13,1.0,491.0,454413.0,2593711.0,175198.0,2021-05-03 05:25:00+00:00
Burundi,4038,,6.0,,773,,3259,,0.5,90019.0,7389.0,12183630.0,2021-05-03 05:25:00+00:00
Barbados,3866,,44.0,,3800,,22,,153.0,154599.0,537420.0,287669.0,2021-05-03 05:25:00+00:00
Comoros,3839,,146.0,,3675,,18,,165.0,,,884970.0,2021-05-03 05:25:00+00:00
Guinea-Bissau,3736,,67.0,,3327,,342,9.0,33.0,63774.0,31783.0,2006557.0,2021-05-03 05:25:00+00:00
Eritrea,3671,,10.0,,3492,,169,,3.0,23693.0,6605.0,3587258.0,2021-05-03 05:25:00+00:00
Vietnam,2962,,35.0,,2549,,378,,0.4,2598753.0,26499.0,98068510.0,2021-05-03 05:25:00+00:00
Liechtenstein,2940,,57.0,,2792,,91,6.0,1491.0,39109.0,1023287.0,38219.0,2021-05-03 05:25:00+00:00
New Zealand,2622,4.0,26.0,,2571,3.0,25,,5.0,2029196.0,405669.0,5002100.0,2021-05-03 05:25:00+00:00
Monaco,2457,,32.0,,2371,,54,1.0,811.0,51953.0,1316132.0,39474.0,2021-05-03 05:25:00+00:00
Timor-Leste,2444,,4.0,,1183,,1257,,3.0,68962.0,51491.0,1339297.0,2021-05-03 05:25:00+00:00
Bermuda,2393,,28.0,,1820,,545,28.0,451.0,239584.0,3858968.0,62085.0,2021-05-03 05:25:00+00:00
Turks and Caicos,2390,,17.0,,2343,,30,2.0,434.0,55521.0,1418052.0,39153.0,2021-05-03 05:25:00+00:00
Sao Tome and Principe,2310,,35.0,,2244,,31,,157.0,12999.0,58412.0,222539.0,2021-05-03 05:25:00+00:00
Sint Maarten,2230,,27.0,,2187,,16,1.0,624.0,26359.0,609020.0,43281.0,2021-05-03 05:25:00+00:00
Liberia,2099,,85.0,,1949,,65,2.0,16.0,95315.0,18485.0,5156222.0,2021-05-03 05:25:00+00:00
St. Vincent Grenadines,1882,,11.0,,1731,,140,2.0,99.0,45375.0,407924.0,111234.0,2021-05-03 05:25:00+00:00
Saint Martin,1745,,12.0,,1399,,334,7.0,306.0,27588.0,703524.0,39214.0,2021-05-03 05:25:00+00:00
Isle of Man,1590,,29.0,,1548,,13,1.0,340.0,44761.0,524084.0,85408.0,2021-05-03 05:25:00+00:00
Caribbean Netherlands,1559,,16.0,,1530,,13,,605.0,10034.0,379702.0,26426.0,2021-05-03 05:25:00+00:00
Antigua and Barbuda,1232,,32.0,,1014,,186,1.0,325.0,16700.0,169363.0,98605.0,2021-05-03 05:25:00+00:00
Mauritius,1211,,17.0,,1106,,88,,13.0,358675.0,281638.0,1273531.0,2021-05-03 05:25:00+00:00
Taiwan,1137,,12.0,,1055,,70,,0.5,539626.0,22623.0,23852786.0,2021-05-03 05:25:00+00:00
Bhutan,1111,,1.0,,993,,117,,1.0,711726.0,914011.0,778684.0,2021-05-03 05:25:00+00:00
St. Barth,974,,1.0,,462,,511,,101.0,26385.0,2664613.0,9902.0,2021-05-03 05:25:00+00:00
Laos,933,,,,51,,882,,,177325.0,24082.0,7363377.0,2021-05-03 05:25:00+00:00
Diamond Princess,712,,13.0,,699,,0,,,,,,2021-05-03 05:25:00+00:00
Faeroe Islands,664,,1.0,,662,,1,,20.0,253211.0,5165674.0,49018.0,2021-05-03 05:25:00+00:00
Cayman Islands,543,,2.0,,526,,15,,30.0,90031.0,1356604.0,66365.0,2021-05-03 05:25:00+00:00
Tanzania,509,,21.0,,183,,305,7.0,0.3,,,61141886.0,2021-05-03 05:25:00+00:00
Wallis and Futuna,444,,7.0,,44,,393,1.0,632.0,15256.0,1377641.0,11074.0,2021-05-03 05:25:00+00:00
Brunei,227,,3.0,,218,,6,,7.0,121153.0,274742.0,440970.0,2021-05-03 05:25:00+00:00
British Virgin Islands,194,,1.0,,191,,2,,33.0,38203.0,1256719.0,30399.0,2021-05-03 05:25:00+00:00
Dominica,174,,,,172,,2,,,14936.0,207056.0,72135.0,2021-05-03 05:25:00+00:00
Grenada,160,,1.0,,158,,1,,9.0,26331.0,233104.0,112958.0,2021-05-03 05:25:00+00:00
New Caledonia,124,,,,58,,66,,,30081.0,104526.0,287785.0,2021-05-03 05:25:00+00:00
Fiji,119,,2.0,,68,,49,,2.0,53253.0,59048.0,901862.0,2021-05-03 05:25:00+00:00
Anguilla,95,,,,29,,66,,,20821.0,1377506.0,15115.0,2021-05-03 05:25:00+00:00
Falkland Islands,63,,,,62,,1,,,7202.0,2020763.0,3564.0,2021-05-03 05:25:00+00:00
Macao,49,,,,49,,0,,,4483.0,6827.0,656700.0,2021-05-03 05:25:00+00:00
Saint Kitts and Nevis,45,,,,44,,1,,,13691.0,255844.0,53513.0,2021-05-03 05:25:00+00:00
Greenland,31,,,,31,,0,,,20669.0,363558.0,56852.0,2021-05-03 05:25:00+00:00
Vatican City,27,,,,15,,12,,,,,803.0,2021-05-03 05:25:00+00:00
Saint Pierre Miquelon,25,,,,25,,0,,,5318.0,921664.0,5770.0,2021-05-03 05:25:00+00:00
Montserrat,20,,1.0,,19,,0,,200.0,1313.0,262863.0,4995.0,2021-05-03 05:25:00+00:00
Solomon Islands,20,,,,20,,0,,,4500.0,6421.0,700842.0,2021-05-03 05:25:00+00:00
Western Sahara,10,,1.0,,8,,1,,2.0,,,609508.0,2021-05-03 05:25:00+00:00
MS Zaandam,9,,2.0,,7,,0,,,,,,2021-05-03 05:25:00+00:00
Vanuatu,4,,1.0,,3,,0,,3.0,23000.0,73460.0,313095.0,2021-05-03 05:25:00+00:00
Marshall Islands,4,,,,4,,0,,,,,59523.0,2021-05-03 05:25:00+00:00
Samoa,3,,,,2,,1,,,,,199514.0,2021-05-03 05:25:00+00:00
