Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,Serious,Deaths1Mpop,TotalTests,Tests1Mpop,Population,NewCases,NewDeaths,NewRecovered,NewActive,LastUpdated
Albania,131978,2429.0,123081,6468,18.0,845.0,672540.0,233922.0,2875058.0,133,6.0,3009,-2882,2021-05-16 01:26:00+00:00
S. Korea,131061,1896.0,121282,7883,150.0,37.0,9319094.0,181632.0,51307617.0,1428,5.0,1376,47,2021-05-16 01:26:00+00:00
Latvia,127597,2257.0,116427,8913,78.0,1208.0,2484916.0,1330271.0,1867977.0,1908,34.0,1446,428,2021-05-16 01:26:00+00:00
Estonia,126922,1220.0,118553,7149,36.0,919.0,1356381.0,1021901.0,1327312.0,858,10.0,1445,-597,2021-05-16 01:26:00+00:00
Algeria,125194,3366.0,87251,34577,28.0,76.0,230861.0,5184.0,44536979.0,512,16.0,394,102,2021-05-16 01:26:00+00:00
Cuba,123221,796.0,115505,6920,126.0,70.0,3970083.0,350696.0,11320592.0,3846,28.0,3044,774,2021-05-16 01:26:00+00:00
Norway,119052,774.0,88952,29326,24.0,142.0,5423294.0,993625.0,5458089.0,1057,0.0,0,1057,2021-05-16 01:26:00+00:00
Kyrgyzstan,100249,1695.0,93302,5252,85.0,256.0,1051972.0,158968.0,6617489.0,933,20.0,893,20,2021-05-16 01:26:00+00:00
Thailand,99145,565.0,63667,34913,1234.0,8.0,8124896.0,116149.0,69952465.0,10238,79.0,4624,5535,2021-05-16 01:26:00+00:00
Montenegro,98778,1560.0,95801,1417,60.0,2484.0,393555.0,626545.0,628135.0,232,12.0,433,-213,2021-05-16 01:26:00+00:00
Uzbekistan,96368,667.0,91831,3870,23.0,20.0,1377915.0,40659.0,33889912.0,901,1.0,855,45,2021-05-16 01:26:00+00:00
Ghana,93243,783.0,91146,1314,7.0,25.0,1118523.0,35358.0,31634244.0,118,0.0,236,-118,2021-05-16 01:26:00+00:00
Zambia,92409,1260.0,90777,372,39.0,67.0,1468388.0,77988.0,18828356.0,198,1.0,203,-6,2021-05-16 01:26:00+00:00
China,90829,4636.0,85914,279,1.0,3.0,160000000.0,111163.0,1439323776.0,21,0.0,33,-12,2021-05-16 01:26:00+00:00
Finland,89878,931.0,46000,42947,28.0,168.0,4760359.0,857998.0,5548216.0,608,1.0,0,607,2021-05-16 01:26:00+00:00
Cameroon,74946,1152.0,70497,3297,385.0,42.0,1518411.0,55995.0,27116872.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
El Salvador,71330,2182.0,66776,2372,24.0,335.0,953979.0,146435.0,6514677.0,950,14.0,855,81,2021-05-16 01:26:00+00:00
Cyprus,70899,346.0,39061,31492,51.0,285.0,5817258.0,4787867.0,1215000.0,541,5.0,0,536,2021-05-16 01:26:00+00:00
Mozambique,70410,826.0,68710,874,21.0,26.0,535701.0,16735.0,32011270.0,123,0.0,663,-540,2021-05-16 01:26:00+00:00
Luxembourg,69028,806.0,66183,2039,30.0,1270.0,2760597.0,4348725.0,634806.0,280,0.0,670,-390,2021-05-16 01:26:00+00:00
Afghanistan,63484,2742.0,54663,6079,1124.0,69.0,429452.0,10821.0,39686591.0,542,21.0,129,392,2021-05-16 01:26:00+00:00
Singapore,61536,31.0,61062,443,3.0,5.0,10441802.0,1772701.0,5890336.0,117,0.0,56,61,2021-05-16 01:26:00+00:00
Namibia,50949,705.0,47946,2298,71.0,273.0,407101.0,157744.0,2580766.0,434,3.0,248,183,2021-05-16 01:26:00+00:00
Botswana,49656,761.0,46640,2255,1.0,318.0,1089391.0,455293.0,2392727.0,615,10.0,350,255,2021-05-16 01:26:00+00:00
Mongolia,48101,205.0,39564,8332,106.0,62.0,2822456.0,849101.0,3324054.0,1653,21.0,3831,-2199,2021-05-16 01:26:00+00:00
Jamaica,47233,843.0,23013,23377,18.0,284.0,352930.0,118735.0,2972414.0,311,23.0,377,-89,2021-05-16 01:26:00+00:00
Ivory Coast,46535,295.0,46006,234,,11.0,608960.0,22602.0,26942755.0,19,3.0,64,-48,2021-05-16 01:26:00+00:00
Maldives,43782,94.0,28013,15675,90.0,171.0,791330.0,1441949.0,548792.0,3690,7.0,890,2793,2021-05-16 01:26:00+00:00
Uganda,42674,347.0,41971,356,24.0,7.0,1055305.0,22460.0,46986235.0,187,1.0,0,186,2021-05-16 01:26:00+00:00
Senegal,40828,1124.0,39558,146,10.0,66.0,496463.0,28991.0,17125015.0,66,3.0,98,-35,2021-05-16 01:26:00+00:00
Madagascar,40005,754.0,37673,1578,309.0,27.0,194669.0,6877.0,28305993.0,495,16.0,792,-313,2021-05-16 01:26:00+00:00
Zimbabwe,38554,1582.0,36318,654,12.0,105.0,445047.0,29570.0,15050578.0,88,3.0,41,44,2021-05-16 01:26:00+00:00
Sudan,34272,2446.0,27949,3877,,55.0,232965.0,5208.0,44734464.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
Malawi,34210,1153.0,32206,851,11.0,59.0,238793.0,12210.0,19556967.0,27,0.0,36,-9,2021-05-16 01:26:00+00:00
DRC,30546,776.0,26603,3167,,8.0,155250.0,1689.0,91909568.0,117,1.0,62,54,2021-05-16 01:26:00+00:00
Malta,30478,417.0,29884,177,,942.0,894803.0,2021848.0,442567.0,9,0.0,24,-15,2021-05-16 01:26:00+00:00
Angola,30354,655.0,25703,3996,22.0,19.0,527590.0,15633.0,33747724.0,949,10.0,516,423,2021-05-16 01:26:00+00:00
Australia,29962,910.0,28886,166,1.0,35.0,17465839.0,678107.0,25756749.0,12,0.0,25,-13,2021-05-16 01:26:00+00:00
Cabo Verde,27951,246.0,24683,3022,23.0,438.0,158645.0,282673.0,561231.0,922,8.0,758,156,2021-05-16 01:26:00+00:00
Rwanda,26099,343.0,24694,1062,2.0,26.0,1367795.0,103388.0,13229676.0,253,3.0,283,-33,2021-05-16 01:26:00+00:00
Gabon,23799,143.0,20379,3277,15.0,63.0,767445.0,337912.0,2271138.0,65,0.0,109,-44,2021-05-16 01:26:00+00:00
Syria,23693,1693.0,20483,1517,,95.0,103566.0,5796.0,17868109.0,150,17.0,873,-740,2021-05-16 01:26:00+00:00
Guinea,22746,151.0,20366,2229,24.0,11.0,445243.0,33127.0,13440368.0,27,0.0,25,2,2021-05-16 01:26:00+00:00
Réunion,22644,169.0,21603,872,36.0,188.0,102720.0,114023.0,900867.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
Cambodia,21834,147.0,10740,10947,,9.0,1036373.0,61252.0,16919695.0,1139,11.0,2201,-1073,2021-05-16 01:26:00+00:00
French Guiana,21465,108.0,9995,11362,28.0,354.0,234758.0,768768.0,305369.0,359,0.0,0,359,2021-05-16 01:26:00+00:00
Mayotte,20176,171.0,2964,17041,6.0,614.0,176919.0,635245.0,278505.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
French Polynesia,18815,141.0,18650,24,1.0,499.0,26355.0,93352.0,282320.0,18,0.0,33,-15,2021-05-16 01:26:00+00:00
Mauritania,18806,457.0,18056,293,14.0,96.0,248944.0,52352.0,4755216.0,61,0.0,83,-22,2021-05-16 01:26:00+00:00
Eswatini,18519,671.0,17799,49,3.0,573.0,198582.0,169642.0,1170597.0,27,0.0,15,12,2021-05-16 01:26:00+00:00
Guadeloupe,16017,221.0,2242,13554,33.0,552.0,195404.0,488285.0,400184.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
Trinidad and Tobago,15899,276.0,10065,5558,15.0,197.0,152265.0,108495.0,1403433.0,1482,41.0,471,970,2021-05-16 01:26:00+00:00
Guyana,15168,338.0,12886,1944,16.0,428.0,136112.0,172326.0,789854.0,509,7.0,335,167,2021-05-16 01:26:00+00:00
Somalia,14486,753.0,6325,7408,,46.0,120132.0,7381.0,16275966.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
Mali,14176,511.0,9178,4487,,25.0,282251.0,13600.0,20754150.0,27,4.0,65,-42,2021-05-16 01:26:00+00:00
Papua New Guinea,13707,136.0,11034,2537,,15.0,110286.0,12128.0,9093792.0,710,6.0,119,585,2021-05-16 01:26:00+00:00
Andorra,13510,127.0,13155,228,12.0,1641.0,193595.0,2502100.0,77373.0,40,0.0,51,-11,2021-05-16 01:26:00+00:00
Burkina Faso,13395,164.0,13199,32,,8.0,183827.0,8591.0,21398126.0,8,0.0,15,-7,2021-05-16 01:26:00+00:00
Haiti,13353,271.0,12414,668,,24.0,60085.0,5214.0,11523184.0,85,2.0,17,66,2021-05-16 01:26:00+00:00
Tajikistan,13308,90.0,13218,0,,9.0,,,9722925.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
Togo,13265,125.0,11882,1258,,15.0,322535.0,38186.0,8446480.0,55,0.0,75,-20,2021-05-16 01:26:00+00:00
Belize,12714,323.0,12337,54,1.0,800.0,124603.0,308514.0,403881.0,7,0.0,17,-10,2021-05-16 01:26:00+00:00
Curaçao,12249,119.0,12065,65,18.0,723.0,103551.0,628813.0,164677.0,13,2.0,59,-48,2021-05-16 01:26:00+00:00
Suriname,11828,224.0,10184,1420,29.0,379.0,55432.0,93762.0,591199.0,401,4.0,199,198,2021-05-16 01:26:00+00:00
Hong Kong,11822,210.0,11522,90,2.0,28.0,14841321.0,1965778.0,7549846.0,7,0.0,17,-10,2021-05-16 01:26:00+00:00
Martinique,11736,90.0,98,11548,24.0,240.0,170302.0,454125.0,375011.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
Djibouti,11414,151.0,11266,-3,,151.0,153727.0,153656.0,1000461.0,25,0.0,45,-20,2021-05-16 01:26:00+00:00
Congo,11343,148.0,8208,2987,,26.0,141948.0,25188.0,5635467.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
Bahamas,11024,216.0,9967,841,5.0,545.0,91550.0,230891.0,396508.0,58,1.0,35,22,2021-05-16 01:26:00+00:00
Aruba,10849,104.0,10649,96,14.0,971.0,157193.0,1466900.0,107160.0,35,0.0,36,-1,2021-05-16 01:26:00+00:00
Lesotho,10782,320.0,6427,4035,,148.0,87254.0,40451.0,2157010.0,8,1.0,0,7,2021-05-16 01:26:00+00:00
South Sudan,10652,115.0,10462,75,,10.0,159088.0,14069.0,11307657.0,11,0.0,0,11,2021-05-16 01:26:00+00:00
Seychelles,9184,32.0,6413,2739,,324.0,21504.0,217482.0,98877.0,1012,4.0,755,253,2021-05-16 01:26:00+00:00
Benin,7995,101.0,7652,242,35.0,8.0,595112.0,48003.0,12397467.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
Equatorial Guinea,7694,112.0,7279,303,7.0,78.0,123169.0,85374.0,1442699.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
Nicaragua,7086,184.0,4225,2677,,27.0,,,6692974.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
CAR,6866,95.0,5112,1659,2.0,19.0,40907.0,8344.0,4902527.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
Yemen,6538,1285.0,3014,2239,23.0,42.0,35232.0,1159.0,30394199.0,40,8.0,11,21,2021-05-16 01:26:00+00:00
Iceland,6537,29.0,6445,63,3.0,85.0,622370.0,1813596.0,343169.0,11,0.0,23,-12,2021-05-16 01:26:00+00:00
Gambia,5940,175.0,5674,91,3.0,71.0,76379.0,30857.0,2475268.0,6,0.0,26,-20,2021-05-16 01:26:00+00:00
Niger,5330,192.0,4953,185,2.0,8.0,102163.0,4093.0,24960694.0,5,0.0,24,-19,2021-05-16 01:26:00+00:00
San Marino,5083,90.0,4968,25,4.0,2648.0,63241.0,1860412.0,33993.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
Chad,4901,173.0,4678,50,,10.0,116600.0,6927.0,16832599.0,10,1.0,10,-1,2021-05-16 01:26:00+00:00
Saint Lucia,4818,75.0,4516,227,2.0,407.0,43118.0,233883.0,184357.0,93,0.0,30,63,2021-05-16 01:26:00+00:00
Burundi,4290,6.0,773,3511,,0.5,279132.0,22887.0,12196263.0,57,0.0,0,57,2021-05-16 01:26:00+00:00
Gibraltar,4286,94.0,4189,3,,2791.0,242473.0,7198890.0,33682.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
Timor-Leste,4279,8.0,2267,2004,,6.0,84840.0,63304.0,1340190.0,653,3.0,373,277,2021-05-16 01:26:00+00:00
Sierra Leone,4103,79.0,3101,923,,10.0,153257.0,18880.0,8117392.0,14,0.0,8,6,2021-05-16 01:26:00+00:00
Channel Islands,4057,86.0,3956,15,,491.0,454413.0,2592868.0,175255.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
Vietnam,3985,36.0,2668,1281,,0.4,3091540.0,31514.0,98099586.0,327,1.0,32,294,2021-05-16 01:26:00+00:00
Barbados,3965,46.0,3917,2,,160.0,162444.0,564667.0,287681.0,8,0.0,38,-30,2021-05-16 01:26:00+00:00
Comoros,3863,146.0,3699,18,,165.0,,,885629.0,3,0.0,11,-8,2021-05-16 01:26:00+00:00
Eritrea,3844,12.0,3654,178,,3.0,23693.0,6602.0,3589002.0,22,0.0,15,7,2021-05-16 01:26:00+00:00
Guinea-Bissau,3746,67.0,3438,241,9.0,33.0,65627.0,32679.0,2008213.0,5,0.0,38,-33,2021-05-16 01:26:00+00:00
Liechtenstein,2984,58.0,2887,39,3.0,1517.0,39109.0,1023180.0,38223.0,6,0.0,0,6,2021-05-16 01:26:00+00:00
New Zealand,2645,26.0,2601,18,,5.0,2069812.0,413789.0,5002100.0,1,0.0,1,0,2021-05-16 01:26:00+00:00
Monaco,2493,32.0,2434,27,1.0,810.0,51953.0,1315799.0,39484.0,6,0.0,7,-1,2021-05-16 01:26:00+00:00
Bermuda,2466,32.0,2250,184,7.0,515.0,253555.0,4084524.0,62077.0,11,1.0,68,-58,2021-05-16 01:26:00+00:00
Turks and Caicos,2404,17.0,2365,22,2.0,434.0,65926.0,1683031.0,39171.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
Sao Tome and Principe,2327,35.0,2274,18,,157.0,12999.0,58374.0,222684.0,7,0.0,4,3,2021-05-16 01:26:00+00:00
Sint Maarten,2282,27.0,2223,32,2.0,624.0,26880.0,620800.0,43299.0,10,0.0,10,0,2021-05-16 01:26:00+00:00
Liberia,2114,85.0,1962,67,2.0,16.0,97875.0,18966.0,5160456.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
St. Vincent Grenadines,1932,12.0,1769,151,2.0,108.0,46829.0,420946.0,111247.0,6,0.0,21,-15,2021-05-16 01:26:00+00:00
Saint Martin,1773,12.0,1399,362,7.0,306.0,27588.0,703112.0,39237.0,0,0.0,0,0,2021-05-16 01:26:00+00:00
Caribbean Netherlands,1594,17.0,1558,19,,643.0,10040.0,379800.0,26435.0,11,0.0,10,1,2021-05-16 01:26:00+00:00
Isle of Man,1590,29.0,1557,4,1.0,339.0,44761.0,523986.0,85424.0,0,0.0,5,-5,2021-05-16 01:26:00+00:00
Laos,1570,2.0,555,1013,,0.3,220053.0,29870.0,7367128.0,153,1.0,227,-75,2021-05-16 01:26:00+00:00
Taiwan,1475,12.0,1116,347,,0.5,571259.0,23948.0,23854313.0,244,0.0,19,225,2021-05-16 01:26:00+00:00
