Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,Serious,Deaths1Mpop,TotalTests,Tests1Mpop,Population,NewCases,NewDeaths,NewRecovered,NewActive,LastUpdated
Sri Lanka,115590,720.0,100075,14795,,34.0,2733805.0,127221.0,21488686.0,1914,11.0,1866,37,2021-05-05 14:02:00+00:00
Norway,114672,767.0,88952,24953,33.0,141.0,5212177.0,955168.0,5456816.0,720,10.0,0,710,2021-05-05 14:02:00+00:00
Cuba,110644,686.0,104326,5632,115.0,61.0,3720729.0,328663.0,11320799.0,1019,11.0,1070,-62,2021-05-05 14:02:00+00:00
Montenegro,97813,1516.0,94216,2081,64.0,2414.0,379549.0,604249.0,628133.0,95,6.0,200,-111,2021-05-05 14:02:00+00:00
Kyrgyzstan,96958,1637.0,90394,4927,70.0,247.0,1009619.0,152643.0,6614251.0,397,7.0,248,142,2021-05-05 14:02:00+00:00
Ghana,92740,780.0,90376,1584,6.0,25.0,1108763.0,35071.0,31614711.0,57,1.0,52,4,2021-05-05 14:02:00+00:00
Uzbekistan,92724,655.0,88535,3534,23.0,19.0,1377915.0,40676.0,33875328.0,404,0.0,277,127,2021-05-05 14:02:00+00:00
Zambia,91849,1255.0,90198,396,35.0,67.0,1421922.0,75583.0,18812823.0,127,2.0,68,57,2021-05-05 14:02:00+00:00
China,90721,4636.0,85766,319,5.0,3.0,160000000.0,111163.0,1439323776.0,7,0.0,13,-6,2021-05-05 14:02:00+00:00
Finland,87798,918.0,46000,40880,24.0,165.0,4566889.0,823166.0,5547958.0,269,3.0,0,266,2021-05-05 14:02:00+00:00
Thailand,74900,318.0,44360,30222,1042.0,5.0,8124896.0,116158.0,69947216.0,2112,15.0,1886,211,2021-05-05 14:02:00+00:00
Cameroon,72250,1107.0,67625,3518,385.0,41.0,1257949.0,46424.0,27096952.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Mozambique,70031,817.0,67342,1872,38.0,26.0,522290.0,16329.0,31984850.0,31,2.0,17,12,2021-05-05 14:02:00+00:00
El Salvador,69727,2141.0,65264,2322,31.0,329.0,924481.0,141929.0,6513696.0,0,4.0,0,-4,2021-05-05 14:02:00+00:00
Luxembourg,67642,800.0,64260,2582,34.0,1261.0,2682666.0,4228007.0,634499.0,147,0.0,166,-19,2021-05-05 14:02:00+00:00
Cyprus,67420,326.0,39061,28033,65.0,268.0,5025326.0,4136970.0,1214736.0,509,5.0,0,504,2021-05-05 14:02:00+00:00
Singapore,61268,31.0,60823,414,2.0,5.0,9906797.0,1682267.0,5888955.0,16,0.0,17,-1,2021-05-05 14:02:00+00:00
Afghanistan,61162,2664.0,53750,4748,1124.0,67.0,412798.0,10408.0,39660178.0,874,22.0,359,493,2021-05-05 14:02:00+00:00
Namibia,48654,643.0,46238,1773,37.0,249.0,388574.0,150646.0,2579381.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Botswana,47851,724.0,45645,1482,1.0,303.0,1036708.0,433534.0,2391298.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Ivory Coast,46173,291.0,45694,188,,11.0,594288.0,22074.0,26923064.0,19,4.0,32,-17,2021-05-05 14:02:00+00:00
Jamaica,46087,793.0,21646,23648,26.0,267.0,336394.0,113187.0,2972026.0,48,3.0,159,-114,2021-05-05 14:02:00+00:00
Uganda,42032,342.0,41652,38,24.0,7.0,1024133.0,21817.0,46942610.0,59,0.0,54,5,2021-05-05 14:02:00+00:00
Mongolia,41524,130.0,25641,15753,123.0,39.0,2745094.0,826222.0,3322466.0,1128,4.0,1308,-184,2021-05-05 14:02:00+00:00
Senegal,40544,1114.0,39242,188,12.0,65.0,485915.0,28397.0,17111708.0,80,3.0,50,27,2021-05-05 14:02:00+00:00
Zimbabwe,38327,1574.0,35775,978,12.0,105.0,422127.0,28059.0,15044073.0,34,1.0,128,-95,2021-05-05 14:02:00+00:00
Madagascar,38116,690.0,34060,3366,389.0,24.0,187749.0,6638.0,28284528.0,365,13.0,914,-562,2021-05-05 14:02:00+00:00
Malawi,34123,1149.0,32123,851,8.0,59.0,233935.0,11971.0,19542061.0,24,1.0,54,-31,2021-05-05 14:02:00+00:00
Sudan,33648,2365.0,27247,4036,,53.0,232965.0,5211.0,44703612.0,544,16.0,452,76,2021-05-05 14:02:00+00:00
Maldives,31931,74.0,25340,6517,90.0,135.0,741457.0,1351776.0,548506.0,601,0.0,126,475,2021-05-05 14:02:00+00:00
Malta,30411,416.0,29715,280,,940.0,876070.0,1979681.0,442531.0,57,0.0,57,0,2021-05-05 14:02:00+00:00
DRC,30130,770.0,26282,3078,,8.0,150908.0,1643.0,91827365.0,126,2.0,32,92,2021-05-05 14:02:00+00:00
Australia,29862,910.0,28695,257,1.0,35.0,17014742.0,660822.0,25747860.0,12,0.0,40,-28,2021-05-05 14:02:00+00:00
Angola,27284,609.0,24190,2485,32.0,18.0,504354.0,14959.0,33716853.0,151,6.0,0,145,2021-05-05 14:02:00+00:00
Rwanda,25351,337.0,23523,1491,1.0,25.0,1326706.0,100356.0,13219997.0,40,0.0,10,30,2021-05-05 14:02:00+00:00
Cabo Verde,24742,228.0,21469,3045,23.0,406.0,154030.0,274539.0,561050.0,194,2.0,220,-28,2021-05-05 14:02:00+00:00
Gabon,23201,140.0,19740,3321,22.0,62.0,736002.0,324294.0,2269555.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Syria,23051,1617.0,17529,3905,,91.0,103566.0,5800.0,17855295.0,74,7.0,190,-123,2021-05-05 14:02:00+00:00
Guinea,22468,148.0,19987,2333,24.0,11.0,437295.0,32562.0,13429623.0,100,2.0,95,3,2021-05-05 14:02:00+00:00
Réunion,21601,150.0,19848,1603,36.0,167.0,102720.0,114048.0,900675.0,1220,2.0,1189,29,2021-05-05 14:02:00+00:00
Mayotte,20094,170.0,2964,16960,3.0,611.0,171277.0,615427.0,278306.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
French Guiana,19882,104.0,9995,9783,16.0,341.0,220284.0,721921.0,305136.0,185,0.0,0,185,2021-05-05 14:02:00+00:00
French Polynesia,18771,141.0,18606,24,2.0,500.0,26355.0,93367.0,282272.0,6,0.0,4,2,2021-05-05 14:02:00+00:00
Mauritania,18503,455.0,17768,280,14.0,96.0,237644.0,50014.0,4751531.0,27,0.0,24,3,2021-05-05 14:02:00+00:00
Eswatini,18461,671.0,17763,27,3.0,573.0,188695.0,161245.0,1170236.0,1,0.0,5,-4,2021-05-05 14:02:00+00:00
Cambodia,16971,110.0,6019,10842,,7.0,944275.0,55832.0,16912740.0,672,3.0,228,441,2021-05-05 14:02:00+00:00
Guadeloupe,14555,198.0,2242,12115,18.0,495.0,180000.0,449795.0,400182.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Somalia,14121,721.0,6009,7391,,44.0,115330.0,7092.0,16262588.0,206,8.0,162,36,2021-05-05 14:02:00+00:00
Mali,13969,492.0,8808,4669,,24.0,257736.0,12429.0,20736548.0,32,1.0,49,-18,2021-05-05 14:02:00+00:00
Guyana,13656,306.0,11596,1754,17.0,387.0,125711.0,159180.0,789740.0,92,3.0,149,-60,2021-05-05 14:02:00+00:00
Burkina Faso,13339,161.0,13081,97,,8.0,180758.0,8454.0,21380835.0,15,4.0,14,-3,2021-05-05 14:02:00+00:00
Andorra,13316,127.0,12818,371,13.0,1641.0,193595.0,2502230.0,77369.0,21,0.0,25,-4,2021-05-05 14:02:00+00:00
Tajikistan,13308,90.0,13218,0,,9.0,,,9716471.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Haiti,13149,260.0,12151,738,,23.0,60085.0,5216.0,11519007.0,14,3.0,0,11,2021-05-05 14:02:00+00:00
Togo,13037,123.0,11306,1608,,15.0,313400.0,37130.0,8440633.0,20,0.0,25,-5,2021-05-05 14:02:00+00:00
Belize,12675,323.0,12254,98,1.0,800.0,119467.0,295957.0,403664.0,1,0.0,15,-14,2021-05-05 14:02:00+00:00
Curaçao,12217,111.0,11816,290,22.0,674.0,96833.0,588089.0,164657.0,4,0.0,32,-28,2021-05-05 14:02:00+00:00
Hong Kong,11797,210.0,11462,125,3.0,28.0,11193673.0,1482995.0,7548020.0,6,0.0,11,-5,2021-05-05 14:02:00+00:00
Trinidad and Tobago,11706,185.0,8832,2689,8.0,132.0,137081.0,97685.0,1403297.0,235,6.0,99,130,2021-05-05 14:02:00+00:00
Martinique,11558,83.0,98,11377,24.0,221.0,163838.0,436878.0,375020.0,305,8.0,0,297,2021-05-05 14:02:00+00:00
Papua New Guinea,11273,121.0,9773,1379,,13.0,93283.0,10264.0,9088691.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Djibouti,11268,147.0,10961,160,,147.0,150996.0,150992.0,1000029.0,67,1.0,95,-29,2021-05-05 14:02:00+00:00
Congo,11016,147.0,8208,2661,,26.0,92500.0,16426.0,5631373.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Lesotho,10749,319.0,6267,4163,,148.0,81902.0,37979.0,2156500.0,16,1.0,0,15,2021-05-05 14:02:00+00:00
Aruba,10704,100.0,10467,137,14.0,933.0,150674.0,1406236.0,107147.0,25,0.0,32,-7,2021-05-05 14:02:00+00:00
Suriname,10623,212.0,9542,869,23.0,359.0,51681.0,87441.0,591041.0,80,5.0,60,15,2021-05-05 14:02:00+00:00
South Sudan,10613,115.0,10312,186,,10.0,153445.0,13575.0,11303714.0,11,0.0,0,11,2021-05-05 14:02:00+00:00
Bahamas,10576,210.0,9579,787,4.0,530.0,88056.0,222141.0,396396.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Benin,7884,100.0,7652,132,35.0,8.0,595112.0,48040.0,12387891.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Equatorial Guinea,7694,112.0,7279,303,7.0,78.0,123169.0,85456.0,1441307.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Nicaragua,6989,183.0,4225,2581,,27.0,,,6690605.0,91,1.0,0,90,2021-05-05 14:02:00+00:00
CAR,6521,91.0,5112,1318,2.0,19.0,40907.0,8348.0,4900000.0,110,3.0,0,107,2021-05-05 14:02:00+00:00
Iceland,6497,29.0,6295,173,5.0,85.0,609481.0,1776384.0,343102.0,14,0.0,15,-1,2021-05-05 14:02:00+00:00
Yemen,6390,1240.0,2948,2202,23.0,41.0,28115.0,926.0,30374411.0,27,1.0,38,-12,2021-05-05 14:02:00+00:00
Seychelles,6373,28.0,5277,1068,,283.0,21504.0,217524.0,98858.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Gambia,5914,175.0,5473,266,3.0,71.0,76379.0,30882.0,2473220.0,13,0.0,54,-41,2021-05-05 14:02:00+00:00
Niger,5286,192.0,4870,224,18.0,8.0,99881.0,4006.0,24934198.0,25,1.0,5,19,2021-05-05 14:02:00+00:00
San Marino,5067,90.0,4935,42,4.0,2648.0,61760.0,1816952.0,33991.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Chad,4835,170.0,4565,100,,10.0,114347.0,6799.0,16818375.0,7,0.0,37,-30,2021-05-05 14:02:00+00:00
Saint Lucia,4585,74.0,4406,105,1.0,401.0,40806.0,221372.0,184332.0,25,0.0,38,-13,2021-05-05 14:02:00+00:00
Gibraltar,4286,94.0,4188,4,1.0,2791.0,235484.0,6991182.0,33683.0,3,0.0,2,1,2021-05-05 14:02:00+00:00
Sierra Leone,4068,79.0,3078,911,,10.0,153257.0,18891.0,8112508.0,6,0.0,0,6,2021-05-05 14:02:00+00:00
Channel Islands,4056,86.0,3956,14,,491.0,454413.0,2593578.0,175207.0,1,0.0,0,1,2021-05-05 14:02:00+00:00
Burundi,4052,6.0,773,3273,,0.5,90019.0,7387.0,12185574.0,6,0.0,0,6,2021-05-05 14:02:00+00:00
Barbados,3884,45.0,3817,22,,156.0,155353.0,540037.0,287671.0,3,1.0,13,-11,2021-05-05 14:02:00+00:00
Comoros,3846,146.0,3676,24,,165.0,,,885071.0,1,0.0,1,0,2021-05-05 14:02:00+00:00
Guinea-Bissau,3737,67.0,3359,311,9.0,33.0,63989.0,31886.0,2006812.0,1,0.0,32,-31,2021-05-05 14:02:00+00:00
Eritrea,3681,12.0,3503,166,,3.0,23693.0,6604.0,3587526.0,8,0.0,7,1,2021-05-05 14:02:00+00:00
Vietnam,3022,35.0,2560,427,,0.4,2598753.0,26498.0,98073291.0,37,0.0,0,37,2021-05-05 14:02:00+00:00
Liechtenstein,2956,57.0,2839,60,7.0,1491.0,39109.0,1023260.0,38220.0,8,0.0,9,-1,2021-05-05 14:02:00+00:00
Timor-Leste,2786,4.0,1368,1414,,3.0,69967.0,52236.0,1339435.0,262,0.0,103,159,2021-05-05 14:02:00+00:00
New Zealand,2629,26.0,2578,25,,5.0,2037349.0,407299.0,5002100.0,6,0.0,5,1,2021-05-05 14:02:00+00:00
Monaco,2468,32.0,2390,46,2.0,811.0,51953.0,1316065.0,39476.0,3,0.0,10,-7,2021-05-05 14:02:00+00:00
Bermuda,2427,30.0,1980,417,16.0,483.0,242886.0,3912216.0,62084.0,5,0.0,14,-9,2021-05-05 14:02:00+00:00
Turks and Caicos,2396,17.0,2343,36,2.0,434.0,57655.0,1472444.0,39156.0,3,0.0,0,3,2021-05-05 14:02:00+00:00
Sao Tome and Principe,2311,35.0,2254,22,,157.0,12999.0,58406.0,222561.0,1,0.0,10,-9,2021-05-05 14:02:00+00:00
Sint Maarten,2243,27.0,2193,23,1.0,624.0,26359.0,608978.0,43284.0,3,0.0,4,-1,2021-05-05 14:02:00+00:00
Liberia,2113,85.0,1959,69,2.0,16.0,97399.0,18887.0,5156874.0,3,0.0,7,-4,2021-05-05 14:02:00+00:00
St. Vincent Grenadines,1882,11.0,1731,140,2.0,99.0,45375.0,407917.0,111236.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Saint Martin,1745,12.0,1399,334,7.0,306.0,27588.0,703452.0,39218.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Isle of Man,1590,29.0,1548,13,1.0,340.0,44761.0,524066.0,85411.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Caribbean Netherlands,1560,16.0,1532,12,,605.0,10040.0,379914.0,26427.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Antigua and Barbuda,1232,32.0,1014,186,1.0,325.0,16700.0,169356.0,98609.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Mauritius,1216,17.0,1111,88,,13.0,358675.0,281636.0,1273543.0,2,0.0,0,2,2021-05-05 14:02:00+00:00
